n,type,x,err
8,uni,-7.400000000000000e-01,4.869030159879011e-02
8,uni,-7.380000000000000e-01,5.777215686710027e-02
8,uni,-7.360000000000000e-01,6.663331933642970e-02
8,uni,-7.340000000000000e-01,7.527321231806491e-02
8,uni,-7.320000000000000e-01,8.369138508026118e-02
8,uni,-7.300000000000000e-01,9.188751000112251e-02
8,uni,-7.280000000000000e-01,9.986137975400461e-02
8,uni,-7.260000000000000e-01,1.076129045252370e-01
8,uni,-7.240000000000000e-01,1.151421092639614e-01
8,uni,-7.220000000000000e-01,1.224491309638814e-01
8,uni,-7.200000000000000e-01,1.295342159767242e-01
8,uni,-7.180000000000000e-01,1.363977173572091e-01
8,uni,-7.160000000000000e-01,1.430400922393233e-01
8,uni,-7.140000000000000e-01,1.494618992437037e-01
8,uni,-7.120000000000000e-01,1.556637959159245e-01
8,uni,-7.100000000000000e-01,1.616465361954902e-01
8,uni,-7.080000000000000e-01,1.674109679153356e-01
8,uni,-7.060000000000000e-01,1.729580303316331e-01
8,uni,-7.040000000000000e-01,1.782887516837105e-01
8,uni,-7.020000000000000e-01,1.834042467838797e-01
8,uni,-7.000000000000000e-01,1.883057146369813e-01
8,uni,-6.980000000000000e-01,1.929944360894468e-01
8,uni,-6.960000000000000e-01,1.974717715076830e-01
8,uni,-6.940000000000000e-01,2.017391584855839e-01
8,uni,-6.919999999999999e-01,2.057981095809728e-01
8,uni,-6.899999999999999e-01,2.096502100807838e-01
8,uni,-6.879999999999999e-01,2.132971157947838e-01
8,uni,-6.859999999999999e-01,2.167405508776470e-01
8,uni,-6.839999999999999e-01,2.199823056791856e-01
8,uni,-6.819999999999999e-01,2.230242346225440e-01
8,uni,-6.799999999999999e-01,2.258682541101681e-01
8,uni,-6.779999999999999e-01,2.285163404573539e-01
8,uni,-6.759999999999999e-01,2.309705278531894e-01
8,uni,-6.739999999999999e-01,2.332329063486953e-01
8,uni,-6.719999999999999e-01,2.353056198719771e-01
8,uni,-6.699999999999999e-01,2.371908642702005e-01
8,uni,-6.679999999999999e-01,2.388908853781979e-01
8,uni,-6.659999999999999e-01,2.404079771135211e-01
8,uni,-6.639999999999999e-01,2.417444795977521e-01
8,uni,-6.619999999999999e-01,2.429027773038836e-01
8,uni,-6.599999999999999e-01,2.438852972295837e-01
8,uni,-6.579999999999999e-01,2.446945070961589e-01
8,uni,-6.560000000000000e-01,2.453329135730291e-01
8,uni,-6.540000000000000e-01,2.458030605275316e-01
8,uni,-6.520000000000000e-01,2.461075272998668e-01
8,uni,-6.500000000000000e-01,2.462489270030038e-01
8,uni,-6.480000000000000e-01,2.462299048473631e-01
8,uni,-6.460000000000000e-01,2.460531364900901e-01
8,uni,-6.440000000000000e-01,2.457213264087429e-01
8,uni,-6.420000000000000e-01,2.452372062992053e-01
8,uni,-6.400000000000000e-01,2.446035334976518e-01
8,uni,-6.380000000000000e-01,2.438230894263759e-01
8,uni,-6.360000000000000e-01,2.428986780633083e-01
8,uni,-6.340000000000000e-01,2.418331244350403e-01
8,uni,-6.320000000000000e-01,2.406292731331776e-01
8,uni,-6.300000000000000e-01,2.392899868538407e-01
8,uni,-6.280000000000000e-01,2.378181449601395e-01
8,uni,-6.260000000000000e-01,2.362166420674395e-01
8,uni,-6.240000000000000e-01,2.344883866512463e-01
8,uni,-6.220000000000000e-01,2.326362996775299e-01
8,uni,-6.200000000000000e-01,2.306633132553122e-01
8,uni,-6.180000000000000e-01,2.285723693113447e-01
8,uni,-6.160000000000000e-01,2.263664182866990e-01
8,uni,-6.140000000000000e-01,2.240484178550973e-01
8,uni,-6.120000000000000e-01,2.216213316628065e-01
8,uni,-6.100000000000000e-01,2.190881280899271e-01
8,uni,-6.080000000000000e-01,2.164517790328988e-01
8,uni,-6.060000000000000e-01,2.137152587080537e-01
8,uni,-6.040000000000000e-01,2.108815424760447e-01
8,uni,-6.020000000000000e-01,2.079536056869762e-01
8,uni,-6.000000000000000e-01,2.049344225460701e-01
8,uni,-5.980000000000000e-01,2.018269649996904e-01
8,uni,-5.960000000000000e-01,1.986342016415654e-01
8,uni,-5.940000000000000e-01,1.953590966390283e-01
8,uni,-5.920000000000001e-01,1.920046086791176e-01
8,uni,-5.900000000000001e-01,1.885736899343593e-01
8,uni,-5.880000000000001e-01,1.850692850480727e-01
8,uni,-5.860000000000001e-01,1.814943301390250e-01
8,uni,-5.840000000000001e-01,1.778517518252717e-01
8,uni,-5.820000000000001e-01,1.741444662670175e-01
8,uni,-5.800000000000001e-01,1.703753782283290e-01
8,uni,-5.780000000000001e-01,1.665473801575374e-01
8,uni,-5.760000000000001e-01,1.626633512861649e-01
8,uni,-5.740000000000001e-01,1.587261567462108e-01
8,uni,-5.720000000000001e-01,1.547386467056351e-01
8,uni,-5.700000000000001e-01,1.507036555218748e-01
8,uni,-5.680000000000001e-01,1.466240009132328e-01
8,uni,-5.660000000000001e-01,1.425024831479756e-01
8,uni,-5.640000000000001e-01,1.383418842509789e-01
8,uni,-5.620000000000001e-01,1.341449672277619e-01
8,uni,-5.600000000000001e-01,1.299144753057475e-01
8,uni,-5.580000000000001e-01,1.256531311925902e-01
8,uni,-5.560000000000000e-01,1.213636363514132e-01
8,uni,-5.540000000000000e-01,1.170486702927943e-01
8,uni,-5.520000000000000e-01,1.127108898833430e-01
8,uni,-5.500000000000000e-01,1.083529286707134e-01
8,uni,-5.480000000000000e-01,1.039773962248917e-01
8,uni,-5.460000000000000e-01,9.958687749560637e-02
8,uni,-5.440000000000000e-01,9.518393218570169e-02
8,uni,-5.420000000000000e-01,9.077109414032118e-02
8,uni,-5.400000000000000e-01,8.635087075174561e-02
8,uni,-5.380000000000000e-01,8.192574237973066e-02
8,uni,-5.360000000000000e-01,7.749816178719222e-02
8,uni,-5.340000000000000e-01,7.307055359108419e-02
8,uni,-5.320000000000000e-01,6.864531372831797e-02
8,uni,-5.300000000000000e-01,6.422480893657072e-02
8,uni,-5.280000000000000e-01,5.981137624983129e-02
8,uni,-5.260000000000000e-01,5.540732250853275e-02
8,uni,-5.240000000000000e-01,5.101492388412210e-02
8,uni,-5.220000000000000e-01,4.663642541791621e-02
8,uni,-5.200000000000000e-01,4.227404057409662e-02
8,uni,-5.180000000000000e-01,3.792995080669284e-02
8,uni,-5.160000000000000e-01,3.360630514040835e-02
8,uni,-5.140000000000000e-01,2.930521976514028e-02
8,uni,-5.120000000000000e-01,2.502877764404751e-02
8,uni,-5.100000000000000e-01,2.077902813502050e-02
8,uni,-5.080000000000000e-01,1.655798662540769e-02
8,uni,-5.060000000000000e-01,1.236763417985395e-02
8,uni,-5.040000000000000e-01,8.209917201106642e-03
8,uni,-5.020000000000000e-01,4.086747103646537e-03
8,uni,-5.000000000000000e-01,0.000000000000000e+00
8,uni,-4.980000000000000e-01,4.048483600408659e-03
8,uni,-4.960000000000000e-01,8.056899080006785e-03
8,uni,-4.940000000000000e-01,1.202347798956530e-02
8,uni,-4.920000000000000e-01,1.594648831257275e-02
8,uni,-4.900000000000000e-01,1.982423471763105e-02
8,uni,-4.880000000000000e-01,2.365505879901120e-02
8,uni,-4.860000000000000e-01,2.743733930550699e-02
8,uni,-4.840000000000000e-01,3.116949235772316e-02
8,uni,-4.820000000000000e-01,3.484997165393530e-02
8,uni,-4.800000000000000e-01,3.847726866465564e-02
8,uni,-4.780000000000000e-01,4.204991281604055e-02
8,uni,-4.760000000000000e-01,4.556647166227298e-02
8,uni,-4.740000000000000e-01,4.902555104705285e-02
8,uni,-4.720000000000000e-01,5.242579525432803e-02
8,uni,-4.700000000000000e-01,5.576588714839653e-02
8,uni,-4.680000000000000e-01,5.904454830351097e-02
8,uni,-4.660000000000000e-01,6.226053912311420e-02
8,uni,-4.640000000000000e-01,6.541265894883511e-02
8,uni,-4.620000000000000e-01,6.849974615937215e-02
8,uni,-4.600000000000000e-01,7.152067825939100e-02
8,uni,-4.580000000000000e-01,7.447437195856180e-02
8,uni,-4.560000000000000e-01,7.735978324086148e-02
8,uni,-4.540000000000000e-01,8.017590742426316e-02
8,uni,-4.520000000000000e-01,8.292177921093685e-02
8,uni,-4.500000000000000e-01,8.559647272808120e-02
8,uni,-4.480000000000000e-01,8.819910155950719e-02
8,uni,-4.460000000000000e-01,9.072881876809294e-02
8,uni,-4.440000000000000e-01,9.318481690922656e-02
8,uni,-4.419999999999999e-01,9.556632803535459e-02
8,uni,-4.399999999999999e-01,9.787262369174995e-02
8,uni,-4.379999999999999e-01,1.001030149036147e-01
8,uni,-4.360000000000001e-01,1.022568521546283e-01
8,uni,-4.340000000000001e-01,1.043335253570550e-01
8,uni,-4.320000000000001e-01,1.063324638135157e-01
8,uni,-4.300000000000000e-01,1.082531361705375e-01
8,uni,-4.280000000000000e-01,1.100950503639833e-01
8,uni,-4.260000000000000e-01,1.118577535564678e-01
8,uni,-4.240000000000000e-01,1.135408320668636e-01
8,uni,-4.220000000000000e-01,1.151439112919972e-01
8,uni,-4.200000000000000e-01,1.166666556206360e-01
8,uni,-4.180000000000000e-01,1.181087683398631e-01
8,uni,-4.160000000000000e-01,1.194699915339357e-01
8,uni,-4.140000000000000e-01,1.207501059757221e-01
8,uni,-4.120000000000000e-01,1.219489310108059e-01
8,uni,-4.100000000000000e-01,1.230663244343507e-01
8,uni,-4.080000000000000e-01,1.241021823608097e-01
8,uni,-4.060000000000000e-01,1.250564390865669e-01
8,uni,-4.040000000000000e-01,1.259290669455900e-01
8,uni,-4.020000000000000e-01,1.267200761581790e-01
8,uni,-4.000000000000000e-01,1.274295146728831e-01
8,uni,-3.980000000000000e-01,1.280574680016646e-01
8,uni,-3.960000000000000e-01,1.286040590483788e-01
8,uni,-3.940000000000000e-01,1.290694479306416e-01
8,uni,-3.920000000000000e-01,1.294538317951471e-01
8,uni,-3.900000000000000e-01,1.297574446265020e-01
8,uni,-3.880000000000000e-01,1.299805570496333e-01
8,uni,-3.860000000000000e-01,1.301234761258264e-01
8,uni,-3.840000000000000e-01,1.301865451424470e-01
8,uni,-3.820000000000000e-01,1.301701433963940e-01
8,uni,-3.800000000000000e-01,1.300746859713299e-01
8,uni,-3.780000000000000e-01,1.299006235087288e-01
8,uni,-3.760000000000000e-01,1.296484419727805e-01
8,uni,-3.740000000000000e-01,1.293186624091806e-01
8,uni,-3.720000000000000e-01,1.289118406978382e-01
8,uni,-3.700000000000000e-01,1.284285672995224e-01
8,uni,-3.680000000000000e-01,1.278694669964666e-01
8,uni,-3.660000000000000e-01,1.272351986269465e-01
8,uni,-3.640000000000000e-01,1.265264548138364e-01
8,uni,-3.620000000000000e-01,1.257439616871515e-01
8,uni,-3.600000000000000e-01,1.248884786005699e-01
8,uni,-3.580000000000000e-01,1.239607978419288e-01
8,uni,-3.560000000000000e-01,1.229617443376783e-01
8,uni,-3.540000000000000e-01,1.218921753512735e-01
8,uni,-3.520000000000000e-01,1.207529801754775e-01
8,uni,-3.500000000000000e-01,1.195450798185409e-01
8,uni,-3.480000000000000e-01,1.182694266842164e-01
8,uni,-3.460000000000000e-01,1.169270042455611e-01
8,uni,-3.440000000000000e-01,1.155188267124695e-01
8,uni,-3.420000000000000e-01,1.140459386928740e-01
8,uni,-3.400000000000000e-01,1.125094148475393e-01
8,uni,-3.380000000000000e-01,1.109103595383728e-01
8,uni,-3.360000000000000e-01,1.092499064701586e-01
8,uni,-3.340000000000000e-01,1.075292183256186e-01
8,uni,-3.320000000000000e-01,1.057494863936913e-01
8,uni,-3.300000000000000e-01,1.039119301909120e-01
8,uni,-3.280000000000000e-01,1.020177970757644e-01
8,uni,-3.260000000000000e-01,1.000683618558678e-01
8,uni,-3.240000000000000e-01,9.806492638784700e-02
8,uni,-3.220000000000000e-01,9.600881916972853e-02
8,uni,-3.200000000000000e-01,9.390139492568700e-02
8,uni,-3.179999999999999e-01,9.174403418296020e-02
8,uni,-3.159999999999999e-01,8.953814284073491e-02
8,uni,-3.139999999999999e-01,8.728515173079460e-02
8,uni,-3.120000000000001e-01,8.498651616970587e-02
8,uni,-3.100000000000001e-01,8.264371550230742e-02
8,uni,-3.080000000000001e-01,8.025825263625294e-02
8,uni,-3.060000000000000e-01,7.783165356734037e-02
8,uni,-3.040000000000000e-01,7.536546689534970e-02
8,uni,-3.020000000000000e-01,7.286126333009460e-02
8,uni,-3.000000000000000e-01,7.032063518737708e-02
8,uni,-2.980000000000000e-01,6.774519587451736e-02
8,uni,-2.960000000000000e-01,6.513657936511771e-02
8,uni,-2.940000000000000e-01,6.249643966269897e-02
8,uni,-2.920000000000000e-01,5.982645025283190e-02
8,uni,-2.900000000000000e-01,5.712830354337006e-02
8,uni,-2.880000000000000e-01,5.440371029236862e-02
8,uni,-2.860000000000000e-01,5.165439902325952e-02
8,uni,-2.840000000000000e-01,4.888211542683091e-02
8,uni,-2.820000000000000e-01,4.608862174954248e-02
8,uni,-2.800000000000000e-01,4.327569616768723e-02
8,uni,-2.780000000000000e-01,4.044513214689122e-02
8,uni,-2.760000000000000e-01,3.759873778642270e-02
8,uni,-2.740000000000000e-01,3.473833514776159e-02
8,uni,-2.720000000000000e-01,3.186575956686255e-02
8,uni,-2.700000000000000e-01,2.898285894951930e-02
8,uni,-2.680000000000000e-01,2.609149304922403e-02
8,uni,-2.660000000000000e-01,2.319353272688923e-02
8,uni,-2.640000000000000e-01,2.029085919178364e-02
8,uni,-2.620000000000000e-01,1.738536322301160e-02
8,uni,-2.600000000000000e-01,1.447894437084524e-02
8,uni,-2.580000000000000e-01,1.157351013719993e-02
8,uni,-2.560000000000000e-01,8.670975134523806e-03
8,uni,-2.540000000000000e-01,5.773260222354692e-03
8,uni,-2.520000000000000e-01,2.882291620777355e-03
8,uni,-2.500000000000000e-01,0.000000000000000e+00
8,uni,-2.480000000000000e-01,2.871680454751724e-03
8,uni,-2.460000000000000e-01,5.730813003834434e-03
8,uni,-2.440000000000000e-01,8.575459340111835e-03
8,uni,-2.420000000000000e-01,1.140368060304514e-02
8,uni,-2.400000000000000e-01,1.421353842079942e-02
8,uni,-2.380000000000000e-01,1.700309598123190e-02
8,uni,-2.360000000000000e-01,1.977041913262684e-02
8,uni,-2.340000000000000e-01,2.251357751505478e-02
8,uni,-2.320000000000000e-01,2.523064572323014e-02
8,uni,-2.300000000000000e-01,2.791970450174730e-02
8,uni,-2.280000000000000e-01,3.057884197356647e-02
8,uni,-2.260000000000000e-01,3.320615490261725e-02
8,uni,-2.240000000000000e-01,3.579974999138008e-02
8,uni,-2.220000000000000e-01,3.835774521428481e-02
8,uni,-2.200000000000000e-01,4.087827118775594e-02
8,uni,-2.180000000000000e-01,4.335947257770512e-02
8,uni,-2.160000000000000e-01,4.579950954524542e-02
8,uni,-2.140000000000000e-01,4.819655923136873e-02
8,uni,-2.120000000000000e-01,5.054881728128902e-02
8,uni,-2.100000000000000e-01,5.285449940910653e-02
8,uni,-2.080000000000000e-01,5.511184300339622e-02
8,uni,-2.060000000000000e-01,5.731910877426560e-02
8,uni,-2.040000000000000e-01,5.947458244235770e-02
8,uni,-2.020000000000000e-01,6.157657647019676e-02
8,uni,-2.000000000000000e-01,6.362343183619823e-02
8,uni,-1.980000000000000e-01,6.561351985155661e-02
8,uni,-1.960000000000000e-01,6.754524402013573e-02
8,uni,-1.940000000000000e-01,6.941704194135812e-02
8,uni,-1.919999999999999e-01,7.122738725597633e-02
8,uni,-1.899999999999999e-01,7.297479163445908e-02
8,uni,-1.879999999999999e-01,7.465780680758949e-02
8,uni,-1.860000000000001e-01,7.627502663869878e-02
8,uni,-1.840000000000001e-01,7.782508923679055e-02
8,uni,-1.820000000000001e-01,7.930667910961764e-02
8,uni,-1.800000000000000e-01,8.071852935557211e-02
8,uni,-1.780000000000000e-01,8.205942389303011e-02
8,uni,-1.760000000000000e-01,8.332819972555738e-02
8,uni,-1.740000000000000e-01,8.452374924113693e-02
8,uni,-1.720000000000000e-01,8.564502254330864e-02
8,uni,-1.700000000000000e-01,8.669102981183463e-02
8,uni,-1.680000000000000e-01,8.766084369020410e-02
8,uni,-1.660000000000000e-01,8.855360169697324e-02
8,uni,-1.640000000000000e-01,8.936850865761392e-02
8,uni,-1.620000000000000e-01,9.010483915318424e-02
8,uni,-1.600000000000000e-01,9.076193998178317e-02
8,uni,-1.580000000000000e-01,9.133923262835864e-02
8,uni,-1.560000000000000e-01,9.183621573805445e-02
8,uni,-1.540000000000000e-01,9.225246758786254e-02
8,uni,-1.520000000000000e-01,9.258764855092350e-02
8,uni,-1.500000000000000e-01,9.284150354738618e-02
8,uni,-1.480000000000000e-01,9.301386447528048e-02
8,uni,-1.460000000000000e-01,9.310465261439960e-02
8,uni,-1.440000000000000e-01,9.311388099572226e-02
8,uni,-1.420000000000000e-01,9.304165672842357e-02
8,uni,-1.400000000000000e-01,9.288818327604986e-02
8,uni,-1.380000000000000e-01,9.265376267294478e-02
8,uni,-1.360000000000000e-01,9.233879767153075e-02
8,uni,-1.340000000000000e-01,9.194379381058015e-02
8,uni,-1.320000000000000e-01,9.146936139412887e-02
8,uni,-1.300000000000000e-01,9.091621737022759e-02
8,uni,-1.280000000000000e-01,9.028518709828548e-02
8,uni,-1.260000000000000e-01,8.957720599332442e-02
8,uni,-1.240000000000000e-01,8.879332103506177e-02
8,uni,-1.220000000000000e-01,8.793469212937277e-02
8,uni,-1.200000000000000e-01,8.700259330932203e-02
8,uni,-1.180000000000000e-01,8.599841376267670e-02
8,uni,-1.160000000000000e-01,8.492365867253204e-02
8,uni,-1.140000000000000e-01,8.377994985749404e-02
8,uni,-1.120000000000000e-01,8.256902619769435e-02
8,uni,-1.100000000000000e-01,8.129274383284735e-02
8,uni,-1.080000000000000e-01,7.995307611852054e-02
8,uni,-1.060000000000000e-01,7.855211332686884e-02
8,uni,-1.040000000000000e-01,7.709206207820851e-02
8,uni,-1.020000000000000e-01,7.557524449005004e-02
8,uni,-9.999999999999998e-02,7.400409703052524e-02
8,uni,-9.799999999999998e-02,7.238116906357528e-02
8,uni,-9.599999999999997e-02,7.070912107379845e-02
8,uni,-9.399999999999997e-02,6.899072255950256e-02
8,uni,-9.199999999999997e-02,6.722884958326136e-02
8,uni,-8.999999999999997e-02,6.542648197016454e-02
8,uni,-8.799999999999997e-02,6.358670014494816e-02
8,uni,-8.599999999999997e-02,6.171268160032517e-02
8,uni,-8.399999999999996e-02,5.980769699009481e-02
8,uni,-8.199999999999996e-02,5.787510584198996e-02
8,uni,-7.999999999999996e-02,5.591835188674132e-02
8,uni,-7.799999999999996e-02,5.394095800146059e-02
8,uni,-7.599999999999996e-02,5.194652076722028e-02
8,uni,-7.399999999999995e-02,4.993870464256334e-02
8,uni,-7.199999999999995e-02,4.792123575667095e-02
8,uni,-6.999999999999995e-02,4.589789532799626e-02
8,uni,-6.799999999999995e-02,4.387251271635240e-02
8,uni,-6.599999999999995e-02,4.184895811869271e-02
8,uni,-6.399999999999995e-02,3.983113492115564e-02
8,uni,-6.200000000000006e-02,3.782297172231697e-02
8,uni,-6.000000000000005e-02,3.582841404500703e-02
8,uni,-5.800000000000005e-02,3.385141575648498e-02
8,uni,-5.600000000000005e-02,3.189593021919745e-02
8,uni,-5.400000000000005e-02,2.996590119674691e-02
8,uni,-5.200000000000005e-02,2.806525354209011e-02
8,uni,-5.000000000000004e-02,2.619788369725806e-02
8,uni,-4.800000000000004e-02,2.436765003614028e-02
8,uni,-4.600000000000004e-02,2.257836308395211e-02
8,uni,-4.400000000000004e-02,2.083377564899569e-02
8,uni,-4.200000000000004e-02,1.913757290412088e-02
8,uni,-4.000000000000004e-02,1.749336245692978e-02
8,uni,-3.800000000000003e-02,1.590466444919014e-02
8,uni,-3.600000000000003e-02,1.437490172711908e-02
8,uni,-3.400000000000003e-02,1.290739012514786e-02
8,uni,-3.200000000000003e-02,1.150532890646916e-02
8,uni,-3.000000000000003e-02,1.017179140406654e-02
8,uni,-2.800000000000002e-02,8.909715906039950e-03
8,uni,-2.600000000000002e-02,7.721896828834396e-03
8,uni,-2.400000000000002e-02,6.610976221477882e-03
8,uni,-2.200000000000002e-02,5.579435643087383e-03
8,uni,-2.000000000000002e-02,4.629588454753586e-03
8,uni,-1.800000000000002e-02,3.763572565426365e-03
8,uni,-1.600000000000001e-02,2.983343669642258e-03
8,uni,-1.400000000000001e-02,2.290669012811941e-03
8,uni,-1.200000000000001e-02,1.687121717405482e-03
8,uni,-1.000000000000001e-02,1.174075700674959e-03
8,uni,-8.000000000000007e-03,7.527012116304022e-04
8,uni,-6.000000000000005e-03,4.239610117865444e-04
8,uni,-4.000000000000004e-03,1.886072208200362e-04
8,uni,-2.000000000000002e-03,4.717884468419253e-05
8,uni,0.000000000000000e+00,1.110223024625157e-16
8,uni,2.000000000000002e-03,4.717884468430356e-05
8,uni,4.000000000000004e-03,1.886072208202583e-04
8,uni,6.000000000000005e-03,4.239610117865444e-04
8,uni,8.000000000000007e-03,7.527012116304022e-04
8,uni,1.000000000000001e-02,1.174075700674959e-03
8,uni,1.200000000000001e-02,1.687121717405371e-03
8,uni,1.400000000000001e-02,2.290669012811941e-03
8,uni,1.600000000000001e-02,2.983343669642369e-03
8,uni,1.800000000000002e-02,3.763572565426254e-03
8,uni,2.000000000000002e-02,4.629588454753475e-03
8,uni,2.200000000000002e-02,5.579435643087494e-03
8,uni,2.400000000000002e-02,6.610976221477549e-03
8,uni,2.600000000000002e-02,7.721896828834396e-03
8,uni,2.800000000000002e-02,8.909715906039950e-03
8,uni,3.000000000000003e-02,1.017179140406654e-02
8,uni,3.200000000000003e-02,1.150532890646916e-02
8,uni,3.400000000000003e-02,1.290739012514786e-02
8,uni,3.600000000000003e-02,1.437490172711919e-02
8,uni,3.800000000000003e-02,1.590466444919025e-02
8,uni,4.000000000000004e-02,1.749336245692956e-02
8,uni,4.200000000000004e-02,1.913757290412088e-02
8,uni,4.400000000000004e-02,2.083377564899580e-02
8,uni,4.600000000000004e-02,2.257836308395211e-02
8,uni,4.800000000000004e-02,2.436765003614005e-02
8,uni,5.000000000000004e-02,2.619788369725806e-02
8,uni,5.200000000000005e-02,2.806525354208989e-02
8,uni,5.400000000000005e-02,2.996590119674714e-02
8,uni,5.600000000000005e-02,3.189593021919745e-02
8,uni,5.800000000000005e-02,3.385141575648509e-02
8,uni,6.000000000000005e-02,3.582841404500692e-02
8,uni,6.200000000000006e-02,3.782297172231708e-02
8,uni,6.400000000000006e-02,3.983113492115586e-02
8,uni,6.600000000000006e-02,4.184895811869283e-02
8,uni,6.800000000000006e-02,4.387251271635251e-02
8,uni,7.000000000000006e-02,4.589789532799649e-02
8,uni,7.200000000000006e-02,4.792123575667084e-02
8,uni,7.400000000000007e-02,4.993870464256356e-02
8,uni,7.600000000000007e-02,5.194652076722039e-02
8,uni,7.800000000000007e-02,5.394095800146059e-02
8,uni,8.000000000000007e-02,5.591835188674132e-02
8,uni,8.200000000000007e-02,5.787510584199018e-02
8,uni,8.400000000000007e-02,5.980769699009469e-02
8,uni,8.600000000000008e-02,6.171268160032506e-02
8,uni,8.800000000000008e-02,6.358670014494816e-02
8,uni,9.000000000000008e-02,6.542648197016465e-02
8,uni,9.200000000000008e-02,6.722884958326136e-02
8,uni,9.400000000000008e-02,6.899072255950256e-02
8,uni,9.600000000000009e-02,7.070912107379834e-02
8,uni,9.800000000000009e-02,7.238116906357539e-02
8,uni,1.000000000000001e-01,7.400409703052535e-02
8,uni,1.020000000000001e-01,7.557524449005004e-02
8,uni,1.040000000000001e-01,7.709206207820851e-02
8,uni,1.060000000000001e-01,7.855211332686873e-02
8,uni,1.080000000000001e-01,7.995307611852076e-02
8,uni,1.100000000000001e-01,8.129274383284757e-02
8,uni,1.120000000000001e-01,8.256902619769457e-02
8,uni,1.140000000000001e-01,8.377994985749393e-02
8,uni,1.160000000000001e-01,8.492365867253204e-02
8,uni,1.180000000000001e-01,8.599841376267658e-02
8,uni,1.200000000000001e-01,8.700259330932214e-02
8,uni,1.220000000000001e-01,8.793469212937277e-02
8,uni,1.240000000000001e-01,8.879332103506177e-02
8,uni,1.259999999999999e-01,8.957720599332419e-02
8,uni,1.279999999999999e-01,9.028518709828548e-02
8,uni,1.299999999999999e-01,9.091621737022737e-02
8,uni,1.319999999999999e-01,9.146936139412887e-02
8,uni,1.339999999999999e-01,9.194379381058049e-02
8,uni,1.359999999999999e-01,9.233879767153075e-02
8,uni,1.379999999999999e-01,9.265376267294489e-02
8,uni,1.399999999999999e-01,9.288818327604997e-02
8,uni,1.419999999999999e-01,9.304165672842335e-02
8,uni,1.439999999999999e-01,9.311388099572238e-02
8,uni,1.459999999999999e-01,9.310465261439982e-02
8,uni,1.479999999999999e-01,9.301386447528048e-02
8,uni,1.499999999999999e-01,9.284150354738629e-02
8,uni,1.519999999999999e-01,9.258764855092350e-02
8,uni,1.539999999999999e-01,9.225246758786254e-02
8,uni,1.559999999999999e-01,9.183621573805456e-02
8,uni,1.579999999999999e-01,9.133923262835852e-02
8,uni,1.599999999999999e-01,9.076193998178306e-02
8,uni,1.619999999999999e-01,9.010483915318435e-02
8,uni,1.639999999999999e-01,8.936850865761370e-02
8,uni,1.659999999999999e-01,8.855360169697335e-02
8,uni,1.679999999999999e-01,8.766084369020410e-02
8,uni,1.699999999999999e-01,8.669102981183474e-02
8,uni,1.719999999999999e-01,8.564502254330875e-02
8,uni,1.739999999999999e-01,8.452374924113693e-02
8,uni,1.759999999999999e-01,8.332819972555749e-02
8,uni,1.779999999999999e-01,8.205942389303023e-02
8,uni,1.799999999999999e-01,8.071852935557233e-02
8,uni,1.819999999999999e-01,7.930667910961764e-02
8,uni,1.839999999999999e-01,7.782508923679055e-02
8,uni,1.859999999999999e-01,7.627502663869867e-02
8,uni,1.879999999999999e-01,7.465780680758949e-02
8,uni,1.899999999999999e-01,7.297479163445919e-02
8,uni,1.919999999999999e-01,7.122738725597633e-02
8,uni,1.940000000000000e-01,6.941704194135812e-02
8,uni,1.960000000000000e-01,6.754524402013540e-02
8,uni,1.980000000000000e-01,6.561351985155639e-02
8,uni,2.000000000000000e-01,6.362343183619790e-02
8,uni,2.020000000000000e-01,6.157657647019676e-02
8,uni,2.040000000000000e-01,5.947458244235748e-02
8,uni,2.060000000000000e-01,5.731910877426560e-02
8,uni,2.080000000000000e-01,5.511184300339589e-02
8,uni,2.100000000000000e-01,5.285449940910641e-02
8,uni,2.120000000000000e-01,5.054881728128913e-02
8,uni,2.140000000000000e-01,4.819655923136873e-02
8,uni,2.160000000000000e-01,4.579950954524531e-02
8,uni,2.180000000000000e-01,4.335947257770478e-02
8,uni,2.200000000000000e-01,4.087827118775594e-02
8,uni,2.220000000000000e-01,3.835774521428470e-02
8,uni,2.240000000000000e-01,3.579974999137986e-02
8,uni,2.260000000000000e-01,3.320615490261725e-02
8,uni,2.280000000000000e-01,3.057884197356636e-02
8,uni,2.300000000000000e-01,2.791970450174730e-02
8,uni,2.320000000000000e-01,2.523064572323014e-02
8,uni,2.340000000000000e-01,2.251357751505478e-02
8,uni,2.360000000000000e-01,1.977041913262673e-02
8,uni,2.380000000000000e-01,1.700309598123201e-02
8,uni,2.400000000000000e-01,1.421353842079942e-02
8,uni,2.420000000000000e-01,1.140368060304514e-02
8,uni,2.440000000000000e-01,8.575459340111946e-03
8,uni,2.460000000000000e-01,5.730813003834545e-03
8,uni,2.480000000000000e-01,2.871680454751391e-03
8,uni,2.500000000000000e-01,2.220446049250313e-16
8,uni,2.520000000000000e-01,2.882291620777466e-03
8,uni,2.540000000000000e-01,5.773260222355026e-03
8,uni,2.560000000000000e-01,8.670975134523695e-03
8,uni,2.580000000000000e-01,1.157351013719993e-02
8,uni,2.600000000000000e-01,1.447894437084535e-02
8,uni,2.620000000000000e-01,1.738536322301160e-02
8,uni,2.640000000000000e-01,2.029085919178375e-02
8,uni,2.660000000000000e-01,2.319353272688934e-02
