n,type,x,err
8,cheba,8.300000000000001e-01,4.507929229306656e-02
8,cheba,8.320000000000001e-01,4.288940148501506e-02
8,cheba,8.340000000000001e-01,4.065234786744670e-02
8,cheba,8.360000000000001e-01,3.836976594260765e-02
8,cheba,8.380000000000001e-01,3.604336958264706e-02
8,cheba,8.400000000000001e-01,3.367495346117540e-02
8,cheba,8.420000000000001e-01,3.126639449882592e-02
8,cheba,8.440000000000001e-01,2.881965332289597e-02
8,cheba,8.460000000000001e-01,2.633677574114440e-02
8,cheba,8.480000000000001e-01,2.381989422982250e-02
8,cheba,8.500000000000001e-01,2.127122943601494e-02
8,cheba,8.520000000000001e-01,1.869309169436864e-02
8,cheba,8.540000000000001e-01,1.608788255828619e-02
8,cheba,8.560000000000001e-01,1.345809634566199e-02
8,cheba,8.580000000000001e-01,1.080632169923856e-02
8,cheba,8.600000000000001e-01,8.135243161661095e-03
8,cheba,8.620000000000001e-01,5.447642765308298e-03
8,cheba,8.640000000000001e-01,2.746401636977688e-03
8,cheba,8.660000000000001e-01,3.450161750406799e-05
8,cheba,8.680000000000001e-01,2.684973103610405e-03
8,cheba,8.700000000000001e-01,5.408834338475735e-03
8,cheba,8.720000000000001e-01,8.133788235924068e-03
8,cheba,8.740000000000001e-01,1.085643360137108e-02
8,cheba,8.759999999999999e-01,1.357326020134922e-02
8,cheba,8.779999999999999e-01,1.628064705263481e-02
8,cheba,8.799999999999999e-01,1.897486069588507e-02
8,cheba,8.819999999999999e-01,2.165205345371123e-02
8,cheba,8.839999999999999e-01,2.430826167310281e-02
8,cheba,8.859999999999999e-01,2.693940395212524e-02
8,cheba,8.879999999999999e-01,2.954127935080942e-02
8,cheba,8.899999999999999e-01,3.210956558615331e-02
8,cheba,8.919999999999999e-01,3.463981721115429e-02
8,cheba,8.939999999999999e-01,3.712746377779176e-02
8,cheba,8.959999999999999e-01,3.956780798387841e-02
8,cheba,8.979999999999999e-01,4.195602380369943e-02
8,cheba,8.999999999999999e-01,4.428715460235756e-02
8,cheba,9.019999999999999e-01,4.655611123374305e-02
8,cheba,9.039999999999999e-01,4.875767012204606e-02
8,cheba,9.059999999999999e-01,5.088647132672987e-02
8,cheba,9.079999999999999e-01,5.293701659088262e-02
8,cheba,9.099999999999999e-01,5.490366737286535e-02
8,cheba,9.119999999999999e-01,5.678064286117347e-02
8,cheba,9.139999999999999e-01,5.856201797242930e-02
8,cheba,9.159999999999999e-01,6.024172133242284e-02
8,cheba,9.179999999999999e-01,6.181353324011719e-02
8,cheba,9.199999999999999e-01,6.327108361453593e-02
8,cheba,9.219999999999999e-01,6.460784992444887e-02
8,cheba,9.239999999999999e-01,6.581715510077230e-02
8,cheba,9.259999999999999e-01,6.689216543160040e-02
8,cheba,9.279999999999999e-01,6.782588843978357e-02
8,cheba,9.299999999999999e-01,6.861117074296946e-02
8,cheba,9.319999999999999e-01,6.924069589602286e-02
8,cheba,9.339999999999999e-01,6.970698221573918e-02
8,cheba,9.359999999999999e-01,7.000238058776773e-02
8,cheba,9.379999999999999e-01,7.011907225565918e-02
8,cheba,9.399999999999999e-01,7.004906659195259e-02
8,cheba,9.419999999999999e-01,6.978419885121703e-02
8,cheba,9.440000000000000e-01,6.931612790496139e-02
8,cheba,9.460000000000000e-01,6.863633395832822e-02
8,cheba,9.480000000000000e-01,6.773611624848458e-02
8,cheba,9.500000000000000e-01,6.660659072462495e-02
8,cheba,9.520000000000000e-01,6.523868770949939e-02
8,cheba,9.540000000000000e-01,6.362314954238114e-02
8,cheba,9.560000000000000e-01,6.175052820338665e-02
8,cheba,9.580000000000000e-01,5.961118291906239e-02
8,cheba,9.600000000000000e-01,5.719527774915019e-02
8,cheba,9.620000000000000e-01,5.449277915444568e-02
8,cheba,9.640000000000000e-01,5.149345354566112e-02
8,cheba,9.660000000000000e-01,4.818686481320673e-02
8,cheba,9.680000000000000e-01,4.456237183780155e-02
8,cheba,9.700000000000000e-01,4.060912598182741e-02
8,cheba,9.720000000000000e-01,3.631606856133705e-02
8,cheba,9.740000000000000e-01,3.167192829862921e-02
8,cheba,9.760000000000000e-01,2.666521875530157e-02
8,cheba,9.780000000000000e-01,2.128423574569383e-02
8,cheba,9.800000000000000e-01,1.551705473063184e-02
8,cheba,9.820000000000000e-01,9.351528191384319e-03
8,cheba,9.840000000000000e-01,2.775282983742793e-03
8,cheba,9.860000000000000e-01,4.224282327863968e-03
8,cheba,9.880000000000000e-01,1.166000015631068e-02
8,cheba,9.900000000000000e-01,1.954493659786084e-02
8,cheba,9.920000000000000e-01,2.789239415848620e-02
8,cheba,9.940000000000000e-01,3.671591450051052e-02
8,cheba,9.960000000000000e-01,4.602928120966743e-02
8,cheba,9.980000000000000e-01,5.584652258266271e-02
8,cheba,1.000000000000000e+00,6.618191443533145e-02
9,uni,-1.000000000000000e+00,0.000000000000000e+00
9,uni,-9.980000000000000e-01,1.951577970837429e-02
9,uni,-9.960000000000000e-01,3.819014547038676e-02
9,uni,-9.940000000000000e-01,5.604351506767093e-02
9,uni,-9.920000000000000e-01,7.309597915547078e-02
9,uni,-9.900000000000000e-01,8.936730481442542e-02
9,uni,-9.880000000000000e-01,1.048769390768642e-01
9,uni,-9.860000000000000e-01,1.196440124277232e-01
9,uni,-9.840000000000000e-01,1.336873422801946e-01
9,uni,-9.820000000000000e-01,1.470254364262175e-01
9,uni,-9.800000000000000e-01,1.596764964619227e-01
9,uni,-9.780000000000000e-01,1.716584211881406e-01
9,uni,-9.760000000000000e-01,1.829888099860809e-01
9,uni,-9.740000000000000e-01,1.936849661682958e-01
9,uni,-9.720000000000000e-01,2.037639003050350e-01
9,uni,-9.700000000000000e-01,2.132423335261008e-01
9,uni,-9.680000000000000e-01,2.221367007983140e-01
9,uni,-9.660000000000000e-01,2.304631541786990e-01
9,uni,-9.640000000000000e-01,2.382375660434941e-01
9,uni,-9.620000000000000e-01,2.454755322931000e-01
9,uni,-9.600000000000000e-01,2.521923755330695e-01
9,uni,-9.580000000000000e-01,2.584031482312499e-01
9,uni,-9.560000000000000e-01,2.641226358511843e-01
9,uni,-9.540000000000000e-01,2.693653599618790e-01
9,uni,-9.520000000000000e-01,2.741455813240442e-01
9,uni,-9.500000000000000e-01,2.784773029529165e-01
9,uni,-9.480000000000000e-01,2.823742731577675e-01
9,uni,-9.460000000000000e-01,2.858499885582062e-01
9,uni,-9.440000000000000e-01,2.889176970773829e-01
9,uni,-9.419999999999999e-01,2.915904009121975e-01
9,uni,-9.399999999999999e-01,2.938808594806210e-01
9,uni,-9.379999999999999e-01,2.958015923462350e-01
9,uni,-9.359999999999999e-01,2.973648821200922e-01
9,uni,-9.339999999999999e-01,2.985827773400086e-01
9,uni,-9.319999999999999e-01,2.994670953273852e-01
9,uni,-9.299999999999999e-01,3.000294250216714e-01
9,uni,-9.280000000000000e-01,3.002811297925677e-01
9,uni,-9.260000000000000e-01,3.002333502300774e-01
9,uni,-9.240000000000000e-01,2.998970069125088e-01
9,uni,-9.220000000000000e-01,2.992828031525311e-01
9,uni,-9.200000000000000e-01,2.984012277213918e-01
9,uni,-9.180000000000000e-01,2.972625575513911e-01
9,uni,-9.160000000000000e-01,2.958768604167271e-01
9,uni,-9.140000000000000e-01,2.942539975928040e-01
9,uni,-9.120000000000000e-01,2.924036264941156e-01
9,uni,-9.100000000000000e-01,2.903352032907988e-01
9,uni,-9.080000000000000e-01,2.880579855039649e-01
9,uni,-9.060000000000000e-01,2.855810345799082e-01
9,uni,-9.040000000000000e-01,2.829132184432945e-01
9,uni,-9.020000000000000e-01,2.800632140294307e-01
9,uni,-9.000000000000000e-01,2.770395097957180e-01
9,uni,-8.980000000000000e-01,2.738504082123887e-01
9,uni,-8.960000000000000e-01,2.705040282326283e-01
9,uni,-8.940000000000000e-01,2.670083077421841e-01
9,uni,-8.920000000000000e-01,2.633710059885597e-01
9,uni,-8.900000000000000e-01,2.595997059898963e-01
9,uni,-8.880000000000000e-01,2.557018169236424e-01
9,uni,-8.860000000000000e-01,2.516845764951079e-01
9,uni,-8.840000000000000e-01,2.475550532860087e-01
9,uni,-8.820000000000000e-01,2.433201490830929e-01
9,uni,-8.800000000000000e-01,2.389866011869564e-01
9,uni,-8.780000000000000e-01,2.345609847011408e-01
9,uni,-8.760000000000000e-01,2.300497148016150e-01
9,uni,-8.740000000000000e-01,2.254590489867389e-01
9,uni,-8.720000000000000e-01,2.207950893078078e-01
9,uni,-8.700000000000000e-01,2.160637845802739e-01
9,uni,-8.680000000000000e-01,2.112709325757462e-01
9,uni,-8.660000000000000e-01,2.064221821948625e-01
9,uni,-8.640000000000000e-01,2.015230356211349e-01
9,uni,-8.620000000000000e-01,1.965788504558623e-01
9,uni,-8.600000000000000e-01,1.915948418342116e-01
9,uni,-8.580000000000000e-01,1.865760845225587e-01
9,uni,-8.560000000000000e-01,1.815275149971918e-01
9,uni,-8.540000000000000e-01,1.764539335044687e-01
9,uni,-8.520000000000000e-01,1.713600061025276e-01
9,uni,-8.500000000000000e-01,1.662502666846453e-01
9,uni,-8.480000000000000e-01,1.611291189843397e-01
9,uni,-8.460000000000000e-01,1.560008385623119e-01
9,uni,-8.440000000000000e-01,1.508695747753224e-01
9,uni,-8.420000000000000e-01,1.457393527270988e-01
9,uni,-8.400000000000000e-01,1.406140752013666e-01
9,uni,-8.380000000000000e-01,1.354975245771006e-01
9,uni,-8.360000000000000e-01,1.303933647260907e-01
9,uni,-8.340000000000000e-01,1.253051428929143e-01
9,uni,-8.320000000000000e-01,1.202362915574135e-01
9,uni,-8.300000000000000e-01,1.151901302797660e-01
9,uni,-8.280000000000001e-01,1.101698675282479e-01
9,uni,-8.260000000000001e-01,1.051786024897771e-01
9,uni,-8.240000000000001e-01,1.002193268633364e-01
9,uni,-8.220000000000001e-01,9.529492663636296e-02
9,uni,-8.200000000000001e-01,9.040818384420088e-02
9,uni,-8.180000000000001e-01,8.556177831270864e-02
9,uni,-8.160000000000001e-01,8.075828938411278e-02
9,uni,-8.140000000000001e-01,7.600019762620119e-02
9,uni,-8.120000000000001e-01,7.128988652494642e-02
9,uni,-8.100000000000001e-01,6.662964416065223e-02
9,uni,-8.080000000000001e-01,6.202166486771372e-02
9,uni,-8.060000000000000e-01,5.746805087808269e-02
9,uni,-8.040000000000000e-01,5.297081394852936e-02
9,uni,-8.020000000000000e-01,4.853187697179082e-02
9,uni,-8.000000000000000e-01,4.415307557169729e-02
9,uni,-7.980000000000000e-01,3.983615968236640e-02
9,uni,-7.960000000000000e-01,3.558279511155536e-02
9,uni,-7.940000000000000e-01,3.139456508826152e-02
9,uni,-7.920000000000000e-01,2.727297179466057e-02
9,uni,-7.900000000000000e-01,2.321943788247207e-02
9,uni,-7.880000000000000e-01,1.923530797384180e-02
9,uni,-7.860000000000000e-01,1.532185014682971e-02
9,uni,-7.840000000000000e-01,1.148025740559254e-02
9,uni,-7.820000000000000e-01,7.711649135349788e-03
9,uni,-7.800000000000000e-01,4.017072542221362e-03
9,uni,-7.780000000000000e-01,3.975040780253153e-04
9,uni,-7.760000000000000e-01,3.146149149876466e-03
9,uni,-7.740000000000000e-01,6.613047983596645e-03
9,uni,-7.720000000000000e-01,1.000241983451752e-02
9,uni,-7.700000000000000e-01,1.331355731777494e-02
9,uni,-7.680000000000000e-01,1.654581690134455e-02
9,uni,-7.660000000000000e-01,1.969861756964282e-02
9,uni,-7.640000000000000e-01,2.277143950155627e-02
9,uni,-7.620000000000000e-01,2.576382276281261e-02
9,uni,-7.600000000000000e-01,2.867536601260685e-02
9,uni,-7.580000000000000e-01,3.150572522439703e-02
9,uni,-7.560000000000000e-01,3.425461242078294e-02
9,uni,-7.540000000000000e-01,3.692179442238253e-02
9,uni,-7.520000000000000e-01,3.950709161062049e-02
9,uni,-7.500000000000000e-01,4.201037670434354e-02
9,uni,-7.480000000000000e-01,4.443157355017738e-02
9,uni,-7.460000000000000e-01,4.677065592654064e-02
9,uni,-7.440000000000000e-01,4.902764636123096e-02
9,uni,-7.420000000000000e-01,5.120261496249875e-02
9,uni,-7.400000000000000e-01,5.329567826352459e-02
9,uni,-7.380000000000000e-01,5.530699808021583e-02
9,uni,-7.360000000000000e-01,5.723678038223919e-02
9,uni,-7.340000000000000e-01,5.908527417720508e-02
9,uni,-7.320000000000000e-01,6.085277040792066e-02
9,uni,-7.300000000000000e-01,6.253960086262812e-02
9,uni,-7.280000000000000e-01,6.414613709814587e-02
9,uni,-7.260000000000000e-01,6.567278937582850e-02
9,uni,-7.240000000000000e-01,6.712000561026464e-02
9,uni,-7.220000000000000e-01,6.848827033062893e-02
9,uni,-7.200000000000000e-01,6.977810365460659e-02
9,uni,-7.180000000000000e-01,7.099006027480856e-02
9,uni,-7.160000000000000e-01,7.212472845759539e-02
9,uni,-7.140000000000000e-01,7.318272905422832e-02
9,uni,-7.120000000000000e-01,7.416471452426610e-02
9,uni,-7.100000000000000e-01,7.507136797112671e-02
9,uni,-7.080000000000000e-01,7.590340218973268e-02
9,uni,-7.060000000000000e-01,7.666155872615940e-02
9,uni,-7.040000000000000e-01,7.734660694920609e-02
9,uni,-7.020000000000000e-01,7.795934313380884e-02
9,uni,-7.000000000000000e-01,7.850058955621553e-02
9,uni,-6.980000000000000e-01,7.897119360084322e-02
9,uni,-6.960000000000000e-01,7.937202687873751e-02
9,uni,-6.940000000000000e-01,7.970398435755485e-02
9,uni,-6.919999999999999e-01,7.996798350298880e-02
9,uni,-6.899999999999999e-01,8.016496343156017e-02
9,uni,-6.879999999999999e-01,8.029588407469279e-02
9,uni,-6.859999999999999e-01,8.036172535399641e-02
9,uni,-6.839999999999999e-01,8.036348636767744e-02
9,uni,-6.819999999999999e-01,8.030218458800019e-02
9,uni,-6.799999999999999e-01,8.017885506971908e-02
9,uni,-6.779999999999999e-01,7.999454966940574e-02
9,uni,-6.759999999999999e-01,7.975033627559193e-02
9,uni,-6.739999999999999e-01,7.944729804965089e-02
9,uni,-6.719999999999999e-01,7.908653267734055e-02
9,uni,-6.699999999999999e-01,7.866915163093072e-02
9,uni,-6.679999999999999e-01,7.819627944183771e-02
9,uni,-6.659999999999999e-01,7.766905298368959e-02
9,uni,-6.639999999999999e-01,7.708862076574546e-02
9,uni,-6.619999999999999e-01,7.645614223659267e-02
9,uni,-6.599999999999999e-01,7.577278709804533e-02
9,uni,-6.579999999999999e-01,7.503973462916889e-02
9,uni,-6.560000000000000e-01,7.425817302035465e-02
9,uni,-6.540000000000000e-01,7.342929871736821e-02
9,uni,-6.520000000000000e-01,7.255431577529764e-02
9,uni,-6.500000000000000e-01,7.163443522232511e-02
9,uni,-6.480000000000000e-01,7.067087443324759e-02
9,uni,-6.460000000000000e-01,6.966485651267196e-02
9,uni,-6.440000000000000e-01,6.861760968780925e-02
9,uni,-6.420000000000000e-01,6.753036671079467e-02
9,uni,-6.400000000000000e-01,6.640436427045825e-02
9,uni,-6.380000000000000e-01,6.524084241347299e-02
9,uni,-6.360000000000000e-01,6.404104397480569e-02
9,uni,-6.340000000000000e-01,6.280621401739817e-02
9,uni,-6.320000000000000e-01,6.153759928100423e-02
9,uni,-6.300000000000000e-01,6.023644764010989e-02
9,uni,-6.280000000000000e-01,5.890400757086350e-02
9,uni,-6.260000000000000e-01,5.754152762694324e-02
9,uni,-6.240000000000000e-01,5.615025592428909e-02
9,uni,-6.220000000000000e-01,5.473143963462666e-02
9,uni,-6.200000000000000e-01,5.328632448771158e-02
9,uni,-6.180000000000000e-01,5.181615428222058e-02
9,uni,-6.160000000000000e-01,5.032217040521969e-02
9,uni,-6.140000000000000e-01,4.880561136013560e-02
9,uni,-6.120000000000000e-01,4.726771230316040e-02
9,uni,-6.100000000000000e-01,4.570970458801776e-02
9,uni,-6.080000000000000e-01,4.413281531901894e-02
9,uni,-6.060000000000000e-01,4.253826691233872e-02
9,uni,-6.040000000000000e-01,4.092727666543987e-02
9,uni,-6.020000000000000e-01,3.930105633457555e-02
9,uni,-6.000000000000000e-01,3.766081172029986e-02
9,uni,-5.980000000000000e-01,3.600774226091576e-02
9,uni,-5.960000000000000e-01,3.434304063379084e-02
9,uni,-5.940000000000000e-01,3.266789236447099e-02
9,uni,-5.920000000000001e-01,3.098347544352244e-02
9,uni,-5.900000000000001e-01,2.929095995103242e-02
9,uni,-5.880000000000001e-01,2.759150768870053e-02
9,uni,-5.860000000000001e-01,2.588627181944962e-02
9,uni,-5.840000000000001e-01,2.417639651448966e-02
9,uni,-5.820000000000001e-01,2.246301660776452e-02
9,uni,-5.800000000000001e-01,2.074725725771367e-02
9,uni,-5.780000000000001e-01,1.903023361628094e-02
9,uni,-5.760000000000001e-01,1.731305050510147e-02
9,uni,-5.740000000000001e-01,1.559680209880010e-02
9,uni,-5.720000000000001e-01,1.388257161533263e-02
9,uni,-5.700000000000001e-01,1.217143101330299e-02
9,uni,-5.680000000000001e-01,1.046444069618910e-02
9,uni,-5.660000000000001e-01,8.762649223410232e-03
9,uni,-5.640000000000001e-01,7.067093028168950e-03
9,uni,-5.620000000000001e-01,5.378796142001471e-03
9,uni,-5.600000000000001e-01,3.698769925969431e-03
9,uni,-5.580000000000001e-01,2.028012808427279e-03
9,uni,-5.560000000000000e-01,3.675100292990230e-04
9,uni,-5.540000000000000e-01,1.281766609201235e-03
9,uni,-5.520000000000000e-01,2.918858985470785e-03
9,uni,-5.500000000000000e-01,4.542822895106866e-03
9,uni,-5.480000000000000e-01,6.152728281248104e-03
9,uni,-5.460000000000000e-01,7.747659458733056e-03
9,uni,-5.440000000000000e-01,9.326715332140662e-03
9,uni,-5.420000000000000e-01,1.088900960777776e-02
9,uni,-5.400000000000000e-01,1.243367099967720e-02
9,uni,-5.380000000000000e-01,1.395984342967091e-02
9,uni,-5.360000000000000e-01,1.546668622160172e-02
9,uni,-5.340000000000000e-01,1.695337428973763e-02
9,uni,-5.320000000000000e-01,1.841909832145143e-02
9,uni,-5.300000000000000e-01,1.986306495422949e-02
9,uni,-5.280000000000000e-01,2.128449694707162e-02
9,uni,-5.260000000000000e-01,2.268263334634578e-02
9,uni,-5.240000000000000e-01,2.405672964615871e-02
9,uni,-5.220000000000000e-01,2.540605794330567e-02
9,uni,-5.200000000000000e-01,2.672990708686027e-02
9,uni,-5.180000000000000e-01,2.802758282246688e-02
9,uni,-5.160000000000000e-01,2.929840793139535e-02
9,uni,-5.140000000000000e-01,3.054172236442115e-02
9,uni,-5.120000000000000e-01,3.175688337058968e-02
9,uni,-5.100000000000000e-01,3.294326562092624e-02
9,uni,-5.080000000000000e-01,3.410026132715167e-02
9,uni,-5.060000000000000e-01,3.522728035546298e-02
9,uni,-5.040000000000000e-01,3.632375033543908e-02
9,uni,-5.020000000000000e-01,3.738911676413020e-02
9,uni,-5.000000000000000e-01,3.842284310539032e-02
9,uni,-4.980000000000000e-01,3.942441088451054e-02
9,uni,-4.960000000000000e-01,4.039331977821214e-02
9,uni,-4.940000000000000e-01,4.132908770005675e-02
9,uni,-4.920000000000000e-01,4.223125088133073e-02
9,uni,-4.900000000000000e-01,4.309936394746131e-02
9,uni,-4.880000000000000e-01,4.393299999002105e-02
9,uni,-4.860000000000000e-01,4.473175063437616e-02
9,uni,-4.840000000000000e-01,4.549522610303522e-02
9,uni,-4.820000000000000e-01,4.622305527475334e-02
9,uni,-4.800000000000000e-01,4.691488573944633e-02
9,uni,-4.780000000000000e-01,4.757038384896986e-02
9,uni,-4.760000000000000e-01,4.818923476381716e-02
9,uni,-4.740000000000000e-01,4.877114249578852e-02
9,uni,-4.720000000000000e-01,4.931582994668621e-02
9,uni,-4.700000000000000e-01,4.982303894308610e-02
9,uni,-4.680000000000000e-01,5.029253026723891e-02
9,uni,-4.660000000000000e-01,5.072408368415146e-02
9,uni,-4.640000000000000e-01,5.111749796489881e-02
9,uni,-4.620000000000000e-01,5.147259090621753e-02
9,uni,-4.600000000000000e-01,5.178919934642928e-02
9,uni,-4.580000000000000e-01,5.206717917774274e-02
9,uni,-4.560000000000000e-01,5.230640535498331e-02
9,uni,-4.540000000000000e-01,5.250677190079601e-02
9,uni,-4.520000000000000e-01,5.266819190736975e-02
9,uni,-4.500000000000000e-01,5.279059753472731e-02
9,uni,-4.480000000000000e-01,5.287394000562667e-02
9,uni,-4.460000000000000e-01,5.291818959711754e-02
9,uni,-4.440000000000000e-01,5.292333562879577e-02
9,uni,-4.419999999999999e-01,5.288938644779866e-02
9,uni,-4.399999999999999e-01,5.281636941058136e-02
9,uni,-4.379999999999999e-01,5.270433086151552e-02
9,uni,-4.360000000000001e-01,5.255333610834852e-02
9,uni,-4.340000000000001e-01,5.236346939456185e-02
9,uni,-4.320000000000001e-01,5.213483386866540e-02
9,uni,-4.300000000000000e-01,5.186755155046327e-02
9,uni,-4.280000000000000e-01,5.156176329432541e-02
9,uni,-4.260000000000000e-01,5.121762874949912e-02
9,uni,-4.240000000000000e-01,5.083532631749052e-02
9,uni,-4.220000000000000e-01,5.041505310654831e-02
9,uni,-4.200000000000000e-01,4.995702488327719e-02
9,uni,-4.180000000000000e-01,4.946147602140916e-02
9,uni,-4.160000000000000e-01,4.892865944775815e-02
9,uni,-4.140000000000000e-01,4.835884658538214e-02
9,uni,-4.120000000000000e-01,4.775232729397477e-02
9,uni,-4.100000000000000e-01,4.710940980750741e-02
9,uni,-4.080000000000000e-01,4.643042066914010e-02
9,uni,-4.060000000000000e-01,4.571570466341746e-02
9,uni,-4.040000000000000e-01,4.496562474576460e-02
9,uni,-4.020000000000000e-01,4.418056196929543e-02
9,uni,-4.000000000000000e-01,4.336091540894271e-02
9,uni,-3.980000000000000e-01,4.250710208291819e-02
9,uni,-3.960000000000000e-01,4.161955687150748e-02
9,uni,-3.940000000000000e-01,4.069873243320288e-02
9,uni,-3.920000000000000e-01,3.974509911817331e-02
9,uni,-3.900000000000000e-01,3.875914487906904e-02
9,uni,-3.880000000000000e-01,3.774137517915488e-02
9,uni,-3.860000000000000e-01,3.669231289776337e-02
9,uni,-3.840000000000000e-01,3.561249823305535e-02
9,uni,-3.820000000000000e-01,3.450248860207278e-02
9,uni,-3.800000000000000e-01,3.336285853806453e-02
9,uni,-3.780000000000000e-01,3.219419958506281e-02
9,uni,-3.760000000000000e-01,3.099712018968409e-02
9,uni,-3.740000000000000e-01,2.977224559012273e-02
9,uni,-3.720000000000000e-01,2.852021770230526e-02
9,uni,-3.700000000000000e-01,2.724169500316392e-02
9,uni,-3.680000000000000e-01,2.593735241098805e-02
9,uni,-3.660000000000000e-01,2.460788116280457e-02
9,uni,-3.640000000000000e-01,2.325398868873482e-02
9,uni,-3.620000000000000e-01,2.187639848326967e-02
9,uni,-3.600000000000000e-01,2.047584997339999e-02
9,uni,-3.580000000000000e-01,1.905309838353425e-02
9,uni,-3.560000000000000e-01,1.760891459712696e-02
9,uni,-3.540000000000000e-01,1.614408501494005e-02
9,uni,-3.520000000000000e-01,1.465941140984819e-02
9,uni,-3.500000000000000e-01,1.315571077809699e-02
9,uni,-3.480000000000000e-01,1.163381518691237e-02
9,uni,-3.460000000000000e-01,1.009457161835559e-02
9,uni,-3.440000000000000e-01,8.538841809309222e-03
9,uni,-3.420000000000000e-01,6.967502087472516e-03
9,uni,-3.400000000000000e-01,5.381443203236691e-03
9,uni,-3.380000000000000e-01,3.781570157301795e-03
9,uni,-3.360000000000000e-01,2.168802023890470e-03
9,uni,-3.340000000000000e-01,5.440717694015218e-04
9,uni,-3.320000000000000e-01,1.091673933658777e-03
9,uni,-3.300000000000000e-01,2.737474897643033e-03
9,uni,-3.280000000000000e-01,4.392357615808473e-03
9,uni,-3.260000000000000e-01,6.055335463636957e-03
9,uni,-3.240000000000000e-01,7.725408905633002e-03
9,uni,-3.220000000000000e-01,9.401565707814197e-03
9,uni,-3.200000000000000e-01,1.108278115612155e-02
9,uni,-3.179999999999999e-01,1.276801828098678e-02
9,uni,-3.159999999999999e-01,1.445622808830654e-02
9,uni,-3.139999999999999e-01,1.614634979708773e-02
9,uni,-3.120000000000001e-01,1.783731108403613e-02
9,uni,-3.100000000000001e-01,1.952802833538164e-02
9,uni,-3.080000000000001e-01,2.121740690623747e-02
9,uni,-3.060000000000000e-01,2.290434138781289e-02
9,uni,-3.040000000000000e-01,2.458771588281133e-02
9,uni,-3.020000000000000e-01,2.626640428935645e-02
9,uni,-3.000000000000000e-01,2.793927059381068e-02
9,uni,-2.980000000000000e-01,2.960516917286127e-02
9,uni,-2.960000000000000e-01,3.126294510526934e-02
9,uni,-2.940000000000000e-01,3.291143449368888e-02
9,uni,-2.920000000000000e-01,3.454946479698623e-02
9,uni,-2.900000000000000e-01,3.617585517350042e-02
9,uni,-2.880000000000000e-01,3.778941683570997e-02
9,uni,-2.860000000000000e-01,3.938895341678395e-02
9,uni,-2.840000000000000e-01,4.097326134951645e-02
9,uni,-2.820000000000000e-01,4.254113025816336e-02
9,uni,-2.800000000000000e-01,4.409134336371445e-02
9,uni,-2.780000000000000e-01,4.562267790316094e-02
9,uni,-2.760000000000000e-01,4.713390556332947e-02
9,uni,-2.740000000000000e-01,4.862379292988184e-02
9,uni,-2.720000000000000e-01,5.009110195209043e-02
9,uni,-2.700000000000000e-01,5.153459042403025e-02
9,uni,-2.680000000000000e-01,5.295301248283651e-02
9,uni,-2.660000000000000e-01,5.434511912470780e-02
9,uni,-2.640000000000000e-01,5.570965873934675e-02
9,uni,-2.620000000000000e-01,5.704537766355361e-02
9,uni,-2.600000000000000e-01,5.835102075470872e-02
9,uni,-2.580000000000000e-01,5.962533198489456e-02
9,uni,-2.560000000000000e-01,6.086705505643325e-02
9,uni,-2.540000000000000e-01,6.207493403962749e-02
9,uni,-2.520000000000000e-01,6.324771403351459e-02
9,uni,-2.500000000000000e-01,6.438414185045904e-02
9,uni,-2.480000000000000e-01,6.548296672542553e-02
9,uni,-2.460000000000000e-01,6.654294105078690e-02
9,uni,-2.440000000000000e-01,6.756282113753931e-02
9,uni,-2.420000000000000e-01,6.854136800380567e-02
9,uni,-2.400000000000000e-01,6.947734819152163e-02
9,uni,-2.380000000000000e-01,7.036953461220480e-02
9,uni,-2.360000000000000e-01,7.121670742271974e-02
9,uni,-2.340000000000000e-01,7.201765493194801e-02
9,uni,-2.320000000000000e-01,7.277117453928555e-02
9,uni,-2.300000000000000e-01,7.347607370587839e-02
9,uni,-2.280000000000000e-01,7.413117095951233e-02
9,uni,-2.260000000000000e-01,7.473529693406300e-02
9,uni,-2.240000000000000e-01,7.528729544440010e-02
9,uni,-2.220000000000000e-01,7.578602459762873e-02
9,uni,-2.200000000000000e-01,7.623035794153105e-02
9,uni,-2.180000000000000e-01,7.661918565104664e-02
9,uni,-2.160000000000000e-01,7.695141575360603e-02
9,uni,-2.140000000000000e-01,7.722597539409021e-02
9,uni,-2.120000000000000e-01,7.744181214015944e-02
9,uni,-2.100000000000000e-01,7.759789532863987e-02
9,uni,-2.080000000000000e-01,7.769321745360913e-02
9,uni,-2.060000000000000e-01,7.772679559675721e-02
9,uni,-2.040000000000000e-01,7.769767290053931e-02
9,uni,-2.020000000000000e-01,7.760492008454678e-02
9,uni,-2.000000000000000e-01,7.744763700545565e-02
9,uni,-1.980000000000000e-01,7.722495426079923e-02
9,uni,-1.960000000000000e-01,7.693603483672384e-02
9,uni,-1.940000000000000e-01,7.658007579975512e-02
9,uni,-1.919999999999999e-01,7.615631003249235e-02
9,uni,-1.899999999999999e-01,7.566400801299833e-02
9,uni,-1.879999999999999e-01,7.510247963751049e-02
9,uni,-1.860000000000001e-01,7.447107608592973e-02
9,uni,-1.840000000000001e-01,7.376919172937624e-02
9,uni,-1.820000000000001e-01,7.299626607890219e-02
9,uni,-1.800000000000000e-01,7.215178577425441e-02
9,uni,-1.780000000000000e-01,7.123528661135914e-02
9,uni,-1.760000000000000e-01,7.024635560696668e-02
